tipo;codigo;nome;unid;AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO
MATERIAL;7097;TE SANITARIO, PVC, DN 50 X 50 MM, SERIE NORMAL, PARA ESGOTO PREDIAL;UN;8,39;7,53;6,64;5,45;5,88;7,56;7,48;9,83;7,98;6,76;7,23;7,85;7,77;8,74;7,06;6,74;6,35;7,24;8,20;7,06;8,40;6,89;7,86;7,10;6,55;8,11;7,53
MATERIAL;11658;TE SANITARIO, PVC, DN 75 X 75 MM, SERIE NORMAL PARA ESGOTO PREDIAL;UN;18,55;16,64;14,67;12,05;13,00;16,70;16,53;21,73;17,65;14,94;15,98;17,36;17,18;19,31;15,60;14,90;14,03;16,01;18,13;15,60;18,56;15,23;17,37;15,69;14,48;17,92;16,63
MATERIAL;7146;TE SOLDAVEL, PVC, 90 GRAUS, 110 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN;188,54;173,60;164,72;154,23;154,23;156,65;183,29;222,05;185,72;164,72;164,72;165,53;158,67;199,85;163,11;165,13;165,53;155,44;188,54;155,84;172,80;149,38;183,70;159,07;154,63;175,22;177,24
MATERIAL;7138;TE SOLDAVEL, PVC, 90 GRAUS, 20 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN;1,19;1,10;1,04;0,97;0,97;0,99;1,16;1,41;1,17;1,04;1,04;1,05;1,00;1,26;1,03;1,04;1,05;0,98;1,19;0,98;1,09;0,94;1,16;1,01;0,98;1,11;1,12
MATERIAL;7139;TE SOLDAVEL, PVC, 90 GRAUS, 25 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN;1,35;1,24;1,18;1,11;1,11;1,12;1,31;1,59;1,33;1,18;1,18;1,19;1,14;1,43;1,17;1,18;1,19;1,11;1,35;1,12;1,24;1,07;1,32;1,14;1,11;1,26;1,27
MATERIAL;7140;TE SOLDAVEL, PVC, 90 GRAUS, 32 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN;4,24;3,91;3,71;3,47;3,47;3,52;4,12;5,00;4,18;3,71;3,71;3,72;3,57;4,50;3,67;3,71;3,72;3,50;4,24;3,51;3,89;3,36;4,13;3,58;3,48;3,94;3,99
MATERIAL;7141;TE SOLDAVEL, PVC, 90 GRAUS, 40 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN;10,37;9,55;9,06;8,48;8,48;8,62;10,08;12,22;10,22;9,06;9,06;9,11;8,73;10,99;8,97;9,08;9,11;8,55;10,37;8,57;9,51;8,22;10,11;8,75;8,51;9,64;9,75
MATERIAL;7143;TE SOLDAVEL, PVC, 90 GRAUS, 60 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN;34,81;32,05;30,41;28,47;28,47;28,92;33,84;41,00;34,29;30,41;30,41;30,56;29,29;36,90;30,11;30,48;30,56;28,70;34,81;28,77;31,90;27,58;33,91;29,37;28,55;32,35;32,72
MATERIAL;7144;TE SOLDAVEL, PVC, 90 GRAUS, 75 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN;64,58;59,46;56,42;52,82;52,82;53,65;62,78;76,05;63,61;56,42;56,42;56,69;54,34;68,45;55,86;56,56;56,69;53,24;64,58;53,38;59,18;51,16;62,92;54,48;52,96;60,01;60,70
MATERIAL;7145;TE SOLDAVEL, PVC, 90 GRAUS, 85 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN;87,81;80,85;76,71;71,82;71,82;72,95;85,36;103,41;86,49;76,71;76,71;77,09;73,89;93,07;75,96;76,90;77,09;72,39;87,81;72,58;80,47;69,57;85,55;74,08;72,01;81,60;82,54
MATERIAL;7142;TE SOLDAVEL, PVC, 90 GRAUS,50 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN;10,84;9,98;9,47;8,87;8,87;9,01;10,54;12,77;10,68;9,47;9,47;9,52;9,12;11,49;9,38;9,50;9,52;8,94;10,84;8,96;9,94;8,59;10,56;9,15;8,89;10,08;10,19
MATERIAL;39322;TE, PLASTICO, DN 16 MM, PARA CONEXAO COM CRIMPAGEM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;;;;;;;;;;;;;;;;;;;;;;;16,52;;;10,48;
MATERIAL;39289;TE, PLASTICO, DN 20 MM, PARA CONEXAO COM CRIMPAGEM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;;;;;;;;;;;;;;;;;;;;;;;30,79;;;19,54;
MATERIAL;39290;TE, PLASTICO, DN 25 MM, PARA CONEXAO COM CRIMPAGEM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;;;;;;;;;;;;;;;;;;;;;;;51,99;;;32,98;
MATERIAL;39291;TE, PLASTICO, DN 32 MM, PARA CONEXAO COM CRIMPAGEM, EM TUBO PEX PARA INST. AGUA QUENTE/FRIA;UN;;;;;;;;;;;;;;;;;;;;;;;57,49;;;36,47;
MATERIAL;41892;TE, PVC PBA, BBB, 90 GRAUS, DN 100 / DE 110 MM, PARA REDE DE AGUA;UN;106,95;110,08;;118,63;76,93;;;;;;138,23;96,32;114,11;101,88;;;162,21;;;;115,85;;;;;125,02;
MATERIAL;7048;TE, PVC PBA, BBB, 90 GRAUS, DN 50 / DE 60 MM, PARA REDE DE AGUA;UN;23,08;23,76;;25,60;16,60;;;;;;29,83;20,79;24,63;21,99;;;35,01;;;;25,00;;;;;26,98;
MATERIAL;7088;TE, PVC PBA, BBB, 90 GRAUS, DN 75 / DE 85 MM, PARA REDE DE AGUA;UN;50,48;51,96;;55,99;36,31;;;;;;65,24;45,46;53,86;48,09;;;76,56;;;;54,68;;;;;59,01;
MATERIAL;7070;TE, PVC, 90 GRAUS, BBB, JE, DN 200 MM, PARA REDE COLETORA ESGOTO;UN;229,91;206,29;181,85;149,40;161,14;206,99;204,91;269,26;218,72;185,17;198,01;215,13;212,92;239,30;193,31;184,62;173,84;198,42;224,66;193,31;230,05;188,76;215,27;194,42;179,51;222,04;206,16
MATERIAL;20179;TE, PVC, SERIE R, 100 X 100 MM, PARA ESGOTO PREDIAL;UN;48,90;43,88;38,68;31,78;34,27;44,02;43,58;57,27;46,52;39,38;42,11;45,76;45,29;50,90;41,12;39,27;36,97;42,20;47,78;41,12;48,93;40,15;45,79;41,35;38,18;47,23;43,85
MATERIAL;20178;TE, PVC, SERIE R, 100 X 75 MM, PARA ESGOTO PREDIAL;UN;58,61;52,59;46,36;38,09;41,08;52,77;52,24;68,65;55,76;47,21;50,48;54,85;54,28;61,01;49,28;47,07;44,32;50,59;57,27;49,28;58,65;48,12;54,88;49,56;45,76;56,61;52,56
MATERIAL;20180;TE, PVC, SERIE R, 150 X 100 MM, PARA ESGOTO PREDIAL;UN;96,74;86,80;76,52;62,86;67,80;87,09;86,22;113,30;92,03;77,91;83,31;90,52;89,59;100,69;81,34;77,68;73,15;83,49;94,53;81,34;96,79;79,42;90,58;81,80;75,53;93,42;86,74
MATERIAL;20181;TE, PVC, SERIE R, 150 X 150 MM, PARA ESGOTO PREDIAL;UN;129,53;116,22;102,45;84,17;90,78;116,61;115,44;151,70;123,22;104,32;111,55;121,20;119,96;134,82;108,91;104,01;97,94;111,79;126,57;108,91;129,60;106,34;121,28;109,53;101,13;125,09;116,14
MATERIAL;20177;TE, PVC, SERIE R, 75 X 75 MM, PARA ESGOTO PREDIAL;UN;32,04;28,75;25,34;20,82;22,45;28,84;28,55;37,52;30,48;25,80;27,59;29,98;29,67;33,35;26,94;25,72;24,22;27,65;31,31;26,94;32,06;26,30;30,00;27,09;25,01;30,94;28,73
MAO DE OBRA;40945;TECNICO DE EDIFICACOES (HORISTA);H;21,12;30,98;33,78;19,41;30,00;30,09;17,22;16,07;17,74;17,35;35,53;18,05;15,61;20,03;20,65;23,43;28,09;21,37;20,62;33,72;16,20;38,61;30,75;22,42;15,00;60,01;14,47
MAO DE OBRA;40946;TECNICO DE EDIFICACOES (MENSALISTA);MES;3.693,27;5.411,60;5.928,06;3.375,40;5.246,33;5.290,07;3.073,75;2.822,95;3.130,37;3.058,96;6.273,53;3.156,87;2.754,30;3.469,34;3.613,81;4.104,29;4.961,53;3.751,15;3.627,39;5.892,51;2.815,28;6.727,97;5.406,19;3.933,03;2.653,79;10.513,97;2.541,42
MAO DE OBRA;7153;TECNICO EM LABORATORIO E CAMPO DE CONSTRUCAO CIVIL (HORISTA);H;23,82;26,67;70,49;30,01;42,51;30,99;50,93;45,69;28,81;41,50;39,62;31,43;27,16;32,05;27,21;29,55;20,47;39,59;45,56;40,11;31,29;29,57;32,54;43,22;23,46;57,66;28,63
MAO DE OBRA;41089;TECNICO EM LABORATORIO E CAMPO DE CONSTRUCAO CIVIL (MENSALISTA);MES;4.162,57;4.658,39;12.367,31;5.212,87;7.431,93;5.448,92;9.077,95;8.017,21;5.079,97;7.306,86;6.997,83;5.493,83;4.793,11;5.554,61;4.760,96;5.173,07;3.614,85;6.945,40;8.012,56;7.007,87;5.432,94;5.150,81;5.720,33;7.581,05;4.147,31;10.101,64;5.026,64
MAO DE OBRA;40943;TECNICO EM SEGURANCA DO TRABALHO (HORISTA);H;26,80;25,94;77,54;30,91;42,51;28,80;49,12;32,42;30,04;44,82;39,47;30,23;26,89;33,04;27,27;28,22;24,78;36,13;44,75;44,11;33,68;41,41;37,54;43,35;23,75;70,37;29,52
MAO DE OBRA;40944;TECNICO EM SEGURANCA DO TRABALHO (MENSALISTA);MES;4.683,84;4.529,90;13.604,33;5.371,71;7.431,93;5.065,17;8.754,42;5.691,74;5.295,87;7.889,34;6.970,74;5.282,53;4.746,11;5.723,88;4.775,31;4.940,94;4.377,02;6.339,51;7.869,14;7.708,65;5.846,65;7.214,71;6.597,50;7.603,24;4.200,99;12.325,81;5.179,82
MAO DE OBRA;6175;TECNICO EM SONDAGEM (HORISTA);H;66,11;33,25;48,02;32,04;44,47;54,67;31,45;51,72;68,20;59,86;24,93;46,17;20,92;31,03;50,21;33,82;43,39;27,19;29,56;53,91;72,63;39,74;46,35;33,48;42,65;26,89;42,54
MAO DE OBRA;41092;TECNICO EM SONDAGEM (MENSALISTA);MES;11.549,17;5.806,77;8.424,12;5.569,15;7.775,43;9.612,42;5.608,37;9.077,05;12.020,60;10.539,20;4.400,88;8.069,79;3.690,91;5.376,36;8.788,31;5.922,02;7.659,12;4.771,50;5.199,96;9.416,38;12.605,33;6.924,57;8.144,66;5.873,17;7.541,45;4.709,90;7.465,23
MATERIAL;37712;TELA ARAME GALVANIZADO REVESTIDO COM POLIMERO, MALHA HEXAGONAL DUPLA TORCAO, 8 X 10 CM (ZN/AL REVESTIDO COM POLIMERO), FIO *2,4* MM;M2;82,42;78,36;98,82;78,17;69,04;48,11;61,61;92,59;80,31;60,94;62,62;60,64;70,32;73,96;74,84;54,98;65,95;80,80;67,20;66,90;84,95;61,31;65,43;69,04;85,23;64,64;61,09
MATERIAL;34558;TELA DE ACO SOLDADA GALVANIZADA/ZINCADA PARA ALVENARIA, FIO D = *1,20 A 1,70* MM, MALHA 15 X 15 MM, (C X L) *50 X 10,5* CM;M;;3,54;3,01;;2,43;2,67;2,77;3,92;2,81;;3,29;3,01;3,87;3,35;;2,96;2,98;3,27;2,68;;3,90;;3,23;2,86;;2,69;
MATERIAL;34547;TELA DE ACO SOLDADA GALVANIZADA/ZINCADA PARA ALVENARIA, FIO D = *1,20 A 1,70* MM, MALHA 15 X 15 MM, (C X L) *50 X 12* CM;M;;4,35;3,70;;2,99;3,28;3,41;4,82;3,46;;4,04;3,70;4,76;4,12;;3,64;3,66;4,02;3,29;;4,80;;3,98;3,51;;3,31;
MATERIAL;34548;TELA DE ACO SOLDADA GALVANIZADA/ZINCADA PARA ALVENARIA, FIO D = *1,20 A 1,70* MM, MALHA 15 X 15 MM, (C X L) *50 X 17,5* CM;M;;7,15;6,07;;4,90;5,39;5,59;7,92;5,67;;6,63;6,07;7,81;6,77;;5,97;6,01;6,60;5,40;;7,87;;6,53;5,77;;5,43;
MATERIAL;34550;TELA DE ACO SOLDADA GALVANIZADA/ZINCADA PARA ALVENARIA, FIO D = *1,20 A 1,70* MM, MALHA 15 X 15 MM, (C X L) *50 X 6* CM;M;;1,88;1,60;;1,29;1,42;1,47;2,09;1,49;;1,75;1,60;2,06;1,78;;1,57;1,58;1,74;1,42;;2,07;;1,72;1,52;;1,43;
MATERIAL;34557;TELA DE ACO SOLDADA GALVANIZADA/ZINCADA PARA ALVENARIA, FIO D = *1,20 A 1,70* MM, MALHA 15 X 15 MM, (C X L) *50 X 7,5* CM;M;;2,76;2,34;;1,89;2,08;2,16;3,05;2,19;;2,56;2,34;3,01;2,61;;2,30;2,32;2,54;2,08;;3,04;;2,52;2,22;;2,09;
MATERIAL;37411;TELA DE ACO SOLDADA GALVANIZADA/ZINCADA PARA ALVENARIA, FIO D = *1,24 MM, MALHA 25 X 25 MM;M2;;20,17;17,15;;13,84;15,21;15,79;22,35;16,01;;18,72;17,15;22,03;19,10;;16,86;16,96;18,62;15,26;;22,22;;18,43;16,28;;15,33;
MATERIAL;39508;TELA DE ACO SOLDADA NERVURADA, CA-60, L-159, (1,69 KG/M2), DIAMETRO DO FIO = 4,5 MM, LARGURA = 2,45 M, ESPACAMENTO DA MALHA = 30 X 10 CM;M2;;11,33;9,63;;7,78;8,54;8,87;12,55;8,99;;10,52;9,63;12,38;10,73;;9,47;9,53;10,46;8,57;;12,48;;10,35;9,14;;8,61;
MATERIAL;39507;TELA DE ACO SOLDADA NERVURADA, CA-60, Q-113, (1,8 KG/M2), DIAMETRO DO FIO = 3,8 MM, LARGURA = 2,45 M, ESPACAMENTO DA MALHA = 10 X 10 CM;M2;;16,90;14,37;;11,60;12,75;13,23;18,73;13,41;;15,69;14,37;18,47;16,01;;14,13;14,21;15,60;12,78;;18,62;;15,44;13,64;;12,84;
MATERIAL;7155;TELA DE ACO SOLDADA NERVURADA, CA-60, Q-138, (2,20 KG/M2), DIAMETRO DO FIO = 4,2 MM, LARGURA = 2,45 M, ESPACAMENTO DA MALHA = 10 X 10 CM;M2;;21,70;18,45;;14,89;16,36;16,98;24,04;17,22;;20,14;18,45;23,70;20,55;;18,13;18,25;20,03;16,41;;23,90;;19,82;17,51;;16,49;
MATERIAL;42406;TELA DE ACO SOLDADA NERVURADA, CA-60, Q-159, (2,52 KG/M2), DIAMETRO DO FIO = 4,5 MM, LARGURA = 2,45 M, ESPACAMENTO DA MALHA = 10 X 10 CM;M2;;24,88;21,15;;17,08;18,76;19,47;27,56;19,75;;23,09;21,15;27,18;23,56;;20,79;20,92;22,97;18,82;;27,40;;22,73;20,08;;18,91;
MATERIAL;7156;TELA DE ACO SOLDADA NERVURADA, CA-60, Q-196, (3,11 KG/M2), DIAMETRO DO FIO = 5,0 MM, LARGURA = 2,45 M, ESPACAMENTO DA MALHA = 10 X 10 CM;M2;;31,13;26,47;;21,37;23,48;24,37;34,49;24,71;;28,90;26,47;34,01;29,48;;26,02;26,18;28,74;23,55;;34,29;;28,44;25,13;;23,66;
MATERIAL;43127;TELA DE ACO SOLDADA NERVURADA, CA-60, Q-283 (4,48 KG/M2), DIAMETRO DO FIO = 6,0 MM, LARGURA = 2,45 X 6,00 M DE COMPRIMENTO, ESPACAMENTO DA MALHA = 10 X 10 CM;M2;;44,55;37,88;;30,58;33,60;34,87;49,36;35,36;;41,36;37,88;48,67;42,19;;37,24;37,46;41,13;33,70;;49,07;;40,70;35,96;;33,86;
MATERIAL;10917;TELA DE ACO SOLDADA NERVURADA, CA-60, Q-61, (0,97 KG/M2), DIAMETRO DO FIO = 3,4 MM, LARGURA = 2,45 M, ESPACAMENTO DA MALHA = 15 X 15 CM;M2;;9,40;7,99;;6,45;7,09;7,36;10,42;7,46;;8,73;7,99;10,27;8,90;;7,86;7,91;8,68;7,11;;10,36;;8,59;7,59;;7,14;
MATERIAL;21141;TELA DE ACO SOLDADA NERVURADA, CA-60, Q-92, (1,48 KG/M2), DIAMETRO DO FIO = 4,2 MM, LARGURA = 2,45 X 60 M DE COMPRIMENTO, ESPACAMENTO DA MALHA = 15 X 15 CM;M2;;14,56;12,38;;9,99;10,98;11,39;16,13;11,55;;13,51;12,38;15,90;13,78;;12,17;12,24;13,44;11,01;;16,03;;13,30;11,75;;11,06;
MATERIAL;39509;TELA DE ACO SOLDADA NERVURADA, CA-60, T-196, (2,11 KG/M2), DIAMETRO DO FIO = 5,0 MM, LARGURA = 2,45 M, ESPACAMENTO DA MALHA = 30 X 10 CM;M2;;14,00;11,91;;9,61;10,56;10,96;15,51;11,11;;13,00;11,91;15,30;13,26;;11,70;11,78;12,93;10,59;;15,42;;12,79;11,30;;10,64;
MATERIAL;44529;TELA DE ANIAGEM ( JUTA);M2;20,20;;;;13,47;;17,96;;17,96;;12,57;13,47;16,07;;;11,22;13,47;12,79;14,62;;17,91;;14,37;;;22,96;16,16
MATERIAL;7167;TELA DE ARAME GALVANIZADA QUADRANGULAR / LOSANGULAR, FIO 2,11 MM (14 BWG), MALHA 5 X 5 CM, H = 2 M;M2;30,07;;;46,65;27,99;;22,40;;25,61;;22,16;23,88;;34,29;;34,02;;29,35;36,45;;34,02;;21,15;23,46;;25,74;
MATERIAL;10928;TELA DE ARAME GALVANIZADA QUADRANGULAR / LOSANGULAR, FIO 2,11 MM (14 BWG), MALHA 8 X 8 CM, H = 2 M;M2;17,28;;;26,80;16,09;;12,87;;14,72;;12,73;13,72;;19,70;;19,55;;16,86;20,94;;19,55;;12,15;13,48;;14,79;
MATERIAL;10933;TELA DE ARAME GALVANIZADA QUADRANGULAR / LOSANGULAR, FIO 2,77 MM (12 BWG), MALHA 10 X 10 CM, H = 2 M;M2;26,06;;;40,43;24,26;;19,41;;22,20;;19,20;20,69;;29,72;;29,48;;25,43;31,59;;29,48;;18,33;20,33;;22,30;
MATERIAL;7158;TELA DE ARAME GALVANIZADA QUADRANGULAR / LOSANGULAR, FIO 2,77 MM (12 BWG), MALHA 5 X 5 CM, H = 2 M;M2;44,20;;;68,56;41,15;;32,93;;37,65;;32,57;35,10;;50,40;;50,00;;43,14;53,57;;50,00;;31,09;34,49;;37,83;
MATERIAL;10927;TELA DE ARAME GALVANIZADA QUADRANGULAR / LOSANGULAR, FIO 2,77 MM (12 BWG), MALHA 8 X 8 CM, H = 2 M;M2;28,27;;;43,85;26,31;;21,06;;24,08;;20,83;22,44;;32,23;;31,98;;27,59;34,26;;31,98;;19,88;22,05;;24,19;
MATERIAL;7162;TELA DE ARAME GALVANIZADA QUADRANGULAR / LOSANGULAR, FIO 3,4 MM (10 BWG), MALHA 5 X 5 CM, H = 2 M;M2;69,17;;;107,29;64,39;;51,53;;58,92;;50,97;54,93;;78,87;;78,24;;67,51;83,83;;78,24;;48,65;53,97;;59,20;
MATERIAL;10932;TELA DE ARAME GALVANIZADA QUADRANGULAR / LOSANGULAR, FIO 4,19 MM (8 BWG), MALHA 5 X 5 CM, H = 2 M;M2;120,30;;;186,61;112,00;;89,63;;102,48;;88,65;95,53;;137,18;;136,09;;117,42;145,81;;136,09;;84,62;93,87;;102,97;
MATERIAL;10937;TELA DE ARAME GALVANIZADA REVESTIDA EM PVC, QUADRANGULAR / LOSANGULAR, FIO 2,11 MM (14 BWG), BITOLA FINAL = *2,8* MM, MALHA *8 X 8* CM, H = 2 M;M2;30,92;;;47,97;28,79;;23,04;;26,34;;22,78;24,55;;35,26;;34,98;;30,18;37,48;;34,98;;21,75;24,13;;26,46;
MATERIAL;10935;TELA DE ARAME GALVANIZADA REVESTIDA EM PVC, QUADRANGULAR / LOSANGULAR, FIO 2,77 MM (12 BWG), BITOLA FINAL = *3,8* MM, MALHA 7,5 X 7,5 CM, H = 2 M;M2;53,63;;;83,19;49,93;;39,95;;45,68;;39,52;42,59;;61,15;;60,67;;52,34;65,00;;60,67;;37,72;41,85;;45,90;
MATERIAL;10931;"TELA DE ARAME GALVANIZADA, HEXAGONAL, FIO 0,56 MM (24 BWG), MALHA 1/2"", H = 1 M";M2;15,08;;;23,40;14,04;;11,24;;12,85;;11,11;11,98;;17,20;;17,06;;14,72;18,28;;17,06;;10,61;11,77;;12,91;
MATERIAL;7164;TELA DE ARAME ONDULADA, FIO *2,77* MM (12 BWG), MALHA 5 X 5 CM, H = 2 M;M2;49,92;;;77,43;46,47;;37,19;;42,52;;36,78;39,64;;56,92;;56,47;;48,72;60,50;;56,47;;35,11;38,95;;42,72;
MATERIAL;36887;TELA DE FIBRA DE VIDRO, ACABAMENTO ANTI-ALCALINO, MALHA 10 X 10 MM;M2;;13,59;10,41;;9,46;7,06;11,23;8,74;8,83;10,96;8,78;10,37;11,91;11,64;10,78;14,49;10,14;9,06;11,77;9,74;10,87;15,31;16,30;10,41;8,06;8,56;12,14
MATERIAL;34630;TELA EM MALHA HEXAGONAL DE DUPLA TORCAO 8 X 10 CM (ZN/AL REVESTIDO COM POLIMERO), FIO 2,7 MM, COM GEOMANTA OU BIOMANTA, DIMENSOES 4,0 X 2,0 X 0,6 M, COM INCLINACAO DE 70 GRAUS, PARA SOLO REFORCADO;UN;1.339,51;1.273,47;1.606,12;1.270,49;1.122,05;781,96;1.001,40;1.504,83;1.305,25;990,48;1.017,78;985,51;1.142,90;1.201,98;1.216,38;893,66;1.071,90;1.313,19;1.092,26;1.087,29;1.380,71;996,44;1.063,46;1.122,05;1.385,18;1.050,55;992,96
MATERIAL;7161;TELA EM METAL PARA ESTUQUE (DEPLOYE);M2;6,21;;;9,64;5,78;;4,63;;5,29;;4,58;4,93;;7,08;;7,03;;6,06;7,53;;7,03;;4,37;4,85;;5,31;
MATERIAL;7170;TELA FACHADEIRA EM POLIETILENO, ROLO DE 3 X 100 M (L X C), COR BRANCA, SEM LOGOMARCA - PARA PROTECAO DE OBRAS;M2;;3,28;2,52;;2,29;1,70;2,71;2,11;2,13;2,65;2,12;2,50;2,88;2,81;2,60;3,50;2,45;2,19;2,84;2,35;2,62;3,70;3,94;2,52;1,95;2,07;2,93
MATERIAL;37524;TELA PLASTICA LARANJA, TIPO TAPUME PARA SINALIZACAO, MALHA RETANGULAR, ROLO 1.20 X 50 M (L X C);M;;3,00;2,30;;2,09;1,56;2,48;1,93;1,95;2,42;1,94;2,29;2,63;2,57;2,38;3,20;2,24;2,00;2,60;2,15;2,40;3,38;3,60;2,30;1,78;1,89;2,68
MATERIAL;37525;TELA PLASTICA TECIDA LISTRADA BRANCA E LARANJA, TIPO GUARDA CORPO, EM POLIETILENO MONOFILADO, ROLO 1,20 X 50 M (L X C);M;;4,10;3,14;;2,86;2,13;3,39;2,64;2,66;3,31;2,65;3,13;3,60;3,51;3,25;4,38;3,06;2,73;3,55;2,94;3,28;4,62;4,92;3,14;2,43;2,58;3,66
MATERIAL;36789;TELHA CERAMICA TIPO AMERICANA, COMPRIMENTO DE *45* CM, RENDIMENTO DE *12* TELHAS/M2;UN;2,44;1,36;2,44;2,63;1,66;1,93;2,44;1,31;2,78;1,89;4,64;2,44;4,64;2,02;1,48;2,12;1,44;2,44;4,45;1,61;5,57;2,44;4,14;2,44;1,67;3,79;2,32
MATERIAL;7173;TELHA DE BARRO / CERAMICA, NAO ESMALTADA, TIPO COLONIAL, CANAL, PLAN, PAULISTA, COMPRIMENTO DE *44 A 50* CM, RENDIMENTO DE COBERTURA DE *26* TELHAS/M2;MIL;1.576,87;882,00;1.576,87;1.700,00;1.072,50;1.250,00;1.576,87;850,00;1.800,01;1.225,00;3.000,00;1.576,87;3.000,00;1.305,00;960,00;1.375,00;935,00;1.576,87;2.877,00;1.045,00;3.600,00;1.576,87;2.675,00;1.576,87;1.080,00;2.450,00;1.500,00
MATERIAL;7175;TELHA DE BARRO / CERAMICA, NAO ESMALTADA, TIPO ROMANA, AMERICANA, PORTUGUESA, FRANCESA, COMPRIMENTO DE *41* CM, RENDIMENTO DE *16* TELHAS/M2;UN;1,78;0,99;1,78;1,92;1,21;1,41;1,78;0,96;2,03;1,38;3,39;1,78;3,39;1,47;1,08;1,55;1,05;1,78;3,25;1,18;4,07;1,78;3,02;1,78;1,22;2,77;1,69
MATERIAL;40741;TELHA DE CONCRETO TIPO CLASSICA, COR CINZA, COMPRIMENTO DE *42* CM, RENDIMENTO DE *10* TELHAS/M2;UN;4,94;2,85;3,31;3,63;2,54;3,42;3,72;3,21;3,31;3,63;3,50;3,71;3,79;3,73;3,11;3,08;2,66;2,80;2,80;3,71;4,14;3,94;3,71;3,52;2,80;3,11;3,65
MATERIAL;7184;TELHA DE FIBRA DE VIDRO ONDULADA, TRANSLUCIDA / INCOLOR, E = *0,6* MM, DE *0,50 X 2,44* M (L X C);M2;;;;;64,88;;;;;;49,00;;;;;;;49,90;;;;;47,46;;;45,08;
MATERIAL;34458;TELHA DE FIBROCIMENTO E = 6 MM, DE 3,00 X 1,06 M (SEM AMIANTO);UN;230,49;217,75;300,38;104,39;158,70;217,63;127,83;146,02;159,50;255,93;134,24;153,45;162,65;277,83;206,48;194,44;168,95;148,33;160,11;203,92;147,17;263,51;153,71;140,39;205,33;138,70;196,29
MATERIAL;34464;TELHA DE FIBROCIMENTO E = 6 MM, DE 4,10 X 1,06 M (SEM AMIANTO);UN;343,09;324,14;447,12;155,39;236,24;323,95;190,29;217,36;237,42;380,96;199,82;228,42;242,11;413,56;307,36;289,43;251,49;220,79;238,33;303,54;219,08;392,24;228,80;208,97;305,64;206,45;292,18
MATERIAL;34468;TELHA DE FIBROCIMENTO E = 6 MM, DE 4,60 X 1,06 M (SEM AMIANTO);UN;432,54;408,65;563,70;195,91;297,83;408,41;239,90;274,03;299,32;480,29;251,92;287,98;305,24;521,39;387,50;364,90;317,06;278,36;300,48;382,69;276,20;494,52;288,46;263,46;385,33;260,28;368,36
MATERIAL;34473;TELHA DE FIBROCIMENTO E = 8 MM, DE 3,00 X 1,06 M (SEM AMIANTO);UN;262,39;247,90;341,95;118,84;180,67;247,75;145,53;166,23;181,57;291,35;152,82;174,69;185,16;316,29;235,06;221,36;192,34;168,86;182,27;232,15;167,55;299,98;174,98;159,82;233,75;157,89;223,46
MATERIAL;34480;TELHA DE FIBROCIMENTO E = 8 MM, DE 4,10 X 1,06 M (SEM AMIANTO);UN;484,91;458,12;631,94;219,63;333,89;457,85;268,94;307,21;335,56;538,43;282,42;322,84;342,19;584,51;434,41;409,07;355,45;312,06;336,85;429,02;309,63;554,38;323,38;295,35;431,98;291,79;412,95
MATERIAL;34486;TELHA DE FIBROCIMENTO E = 8 MM, DE 4,60 X 1,06 M (SEM AMIANTO);UN;574,11;542,40;748,19;260,03;395,31;542,08;318,42;363,72;397,29;637,48;334,37;382,23;405,14;692,04;514,32;484,33;420,84;369,47;398,82;507,94;366,60;656,37;382,87;349,69;511,45;345,47;488,92
MATERIAL;7190;TELHA DE FIBROCIMENTO ONDULADA E = 4 MM, DE 1,22 X 0,50 M (SEM AMIANTO);UN;19,17;18,11;24,98;8,68;13,20;18,10;10,63;12,14;13,26;21,28;11,16;12,76;13,52;23,11;17,17;16,17;14,05;12,33;13,31;16,96;12,24;21,91;12,78;11,67;17,07;11,53;16,32
MATERIAL;34417;TELHA DE FIBROCIMENTO ONDULADA E = 4 MM, DE 2,13 X 0,50 M (SEM AMIANTO);UN;30,67;28,98;39,98;13,89;21,12;28,96;17,01;19,43;21,23;34,06;17,86;20,42;21,64;36,98;27,48;25,88;22,48;19,74;21,31;27,14;19,58;35,07;20,45;18,68;27,33;18,46;26,12
MATERIAL;7213;TELHA DE FIBROCIMENTO ONDULADA E = 4 MM, DE 2,44 X 0,50 M (SEM AMIANTO);M2;28,13;26,58;36,66;12,74;19,37;26,56;15,60;17,82;19,47;31,24;16,38;18,73;19,85;33,91;25,20;23,73;20,62;18,10;19,54;24,89;17,96;32,16;18,76;17,13;25,06;16,93;23,96
